1  0.0604
0.999604699  0.060578379
0.99841942  0.061043319
0.996446037  0.061600451
0.993687671  0.061979541
0.990148683  0.061913843
0.98583467  0.061248775
0.980752452  0.060077544
0.974910066  0.058798991
0.968316749  0.05757582
0.960982927  0.056359358
0.952920197  0.055048721
0.944141306  0.053641839
0.934660137  0.052203086
0.924491681  0.050784916
0.913652016  0.049416632
0.902158283  0.04812476
0.890028654  0.046934095
0.87728231  0.045875903
0.863939405  0.044985753
0.850021037  0.044300844
0.835549214  0.043855039
0.820546819  0.043662069
0.805037573  0.043725928
0.789046  0.04404357
0.772597386  0.044590431
0.75571774  0.045323319
0.738433751  0.046188877
0.720772749  0.047125284
0.70276266  0.048062478
0.684431962  0.048930862
0.665809639  0.049711385
0.646925137  0.050407081
0.627808316  0.05102456
0.608489404  0.051577452
0.588998948  0.052080642
0.569367766  0.052530705
0.549626899  0.052908018
0.529807563  0.053198982
0.509941094  0.053415154
0.490058906  0.053573742
0.470192437  0.053674558
0.450373101  0.053700254
0.430632234  0.053638965
0.411001052  0.053502409
0.391510596  0.053307899
0.372191684  0.053060941
0.353074863  0.052754012
0.334190361  0.05238001
0.315568038  0.051934084
0.29723734  0.051412975
0.279227251  0.050825548
0.261566249  0.050207461
0.24428226  0.049594656
0.227402614  0.048999733
0.210954  0.048405573
0.194962427  0.047795794
0.179453181  0.047169231
0.164450786  0.046511918
0.149978963  0.045723828
0.136060595  0.044819065
0.12271769  0.043813316
0.109971346  0.042654602
0.097841717  0.041471249
0.086347984  0.040267808
0.075508319  0.038898297
0.065339863  0.037617669
0.055858694  0.036216329
0.047079803  0.034925509
0.039017073  0.033626526
0.031683251  0.032460795
0.025089934  0.031298129
0.019247548  0.029621631
0.01416533  0.026429006
0.009851317  0.022985712
0.006312329  0.019197177
0.003553963  0.014281918
0.00158058  0.009921713
0.000395301  0.004024077
0  0
0.000395301  -0.00382523
0.00158058  -0.009663629
0.003553963  -0.014175128
0.006312329  -0.018998388
0.009851317  -0.022757659
0.01416533  -0.02611423
0.019247548  -0.0290608
0.025089934  -0.032098648
0.031683251  -0.035414532
0.039017073  -0.038927453
0.047079803  -0.042607485
0.055858694  -0.046455636
0.065339863  -0.050291332
0.075508319  -0.054161348
0.086347984  -0.05799926
0.097841717  -0.061643424
0.109971346  -0.065116895
0.12271769  -0.068308903
0.136060595  -0.071126632
0.149978963  -0.073608556
0.164450786  -0.075574697
0.179453181  -0.076889903
0.194962427  -0.077684619
0.210954  -0.077824393
0.227402614  -0.077351051
0.24428226  -0.076498533
0.261566249  -0.075527309
0.279227251  -0.074504646
0.29723734  -0.073361329
0.315568038  -0.072032032
0.334190361  -0.070527875
0.353074863  -0.068893125
0.372191684  -0.067157545
0.391510596  -0.065307871
0.411001052  -0.063324392
0.430632234  -0.061193634
0.450373101  -0.058907666
0.470192437  -0.056464581
0.490058906  -0.053882092
0.509941094  -0.051182084
0.529807563  -0.048365034
0.549626899  -0.045411192
0.569367766  -0.042311071
0.588998948  -0.039095959
0.608489404  -0.035805976
0.627808316  -0.032451529
0.646925137  -0.029011207
0.665809639  -0.02546992
0.684431962  -0.021848702
0.70276266  -0.018180974
0.720772749  -0.014487442
0.738433751  -0.010761767
0.75571774  -0.006996524
0.772597386  -0.003202817
0.789046  0.000585036
0.805037573  0.00433399
0.820546819  0.008027014
0.835549214  0.011666968
0.850021037  0.015255448
0.863939405  0.018786627
0.87728231  0.022237191
0.890028654  0.025582605
0.902158283  0.028801564
0.913652016  0.031890593
0.924491681  0.034873987
0.934660137  0.037727329
0.944141306  0.040388076
0.952920197  0.042867098
0.960982927  0.045223071
0.968316749  0.04743282
0.974910066  0.04935743
0.980752452  0.050915774
0.98583467  0.052255276
0.990148683  0.05376167
0.993687671  0.055508566
0.996446037  0.057321831
0.99841942  0.058917285
0.999604699  0.060011027
1  0.0604
